agendaCode,title,day,startTime,endTime,hall,format,track,topics,accessType,isClosedDoor,description,speakerNames,speakersWithTitles,hostNames,hostsWithTitles,status,withdrawnDetectedAt,sourceUrl,lastSeenAt,documentId,year,recordId
A0811,"The Future of Banking: Trust, Technology and Human-Centred Innovation",2026-09-10,12:00,12:30,The Grand Theatre,Address,"Future of Banking, Human-Centred Innovation, Trust & Technology",Future of Banking;Human-Centred Innovation;Trust & Technology,public,false,"As AI and digital technologies transform financial services, trust remains the cornerstone of customer relationships. This session will explore how banks can combine innovation with purpose to create better outcomes for individuals, businesses, and society.",Vaidyanathan Vembu,"Vaidyanathan Vembu, MD & CEO, IDFC FIRST Bank",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,7110e2ed-d113-4eab-ad62-2a67e613cfab,2026,6a7c768116afc6a8747c9a1e
A1135,The Invisible Future of Finance - Why the Future Belongs to Ecosystems,2026-09-10,12:00,12:15,Lotus 2,Keynote Address,,,public,false,"The future of Indian Fintech will be defined by what users never have to think about. The best financial systems will prevent fraud before it happens, deliver credit exactly when it’s needed, verify identity in the background, and make finance safer, simpler, and more accessible by design. But these invisible experiences cannot be built by any one institution alone. They emerge when banks, fintechs, regulators, and technology providers collaborate on shared digital infrastructure, open standards, and trusted rails.",Sahil Kini,"Sahil Kini, Chief Executive Officer, Reserve Bank Innovation Hub",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,bfe14ad0-6307-48f5-8a11-d8b3b11c71ad,2026,6a7c768116afc6a8747c9a1d
A0473,Mobility-as-a-Service in AI-Driven Transit Systems,2026-09-10,12:15,12:55,Lotus 3,Panel Discussion,,,public,false,"This panel explores how integrated mobility solutions—combining MaaS, AI, and unified ticketing—are transforming public transportation. It highlights the use of real-time data and intelligent systems to enable seamless, multimodal journeys and improve commuter experience. The discussion focuses on building connected, efficient, and sustainable urban mobility ecosystems.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,d051fd3d-da7a-4d0b-9a6e-8b2d4a78b62a,2026,6a7c768116afc6a8747c9a21
A0618,From India Stack to Cooperative Stack: The Role of AI in Driving Rural Inclusion,2026-09-10,12:15,12:55,Cube,Panel Discussion,"Rural AI, Cooperative Stack, Financial Inclusion",Rural AI;Cooperative Stack;Financial Inclusion,public,false,The session will explore how AI-enabled digital platforms and cooperative ecosystems can accelerate rural inclusion and improve access to financial and developmental services.,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,46b5d46b-8fa6-48ef-ac82-5f81f74d02da,2026,6a7c768116afc6a8747c9a1f
A0976,"Market Data as Infrastructure: Data Governance, ownership, innovation and oversight",2026-09-10,12:15,12:55,Lotus 1,Panel Discussion,"Market Data, Data Governance, Risk Oversight",Market Data;Data Governance;Risk Oversight,public,false,"Exploring access, monetisation, and governance of financial market data in a digital economy. Balancing open access, commercialisation, and regulatory control of market data.",Kunal Pande;Nitendra Rajput,"Kunal Pande, Partner & National Head Cyber, Risk and Compliance, KPMG;Nitendra Rajput, Senior Vice President & Head, AI Garage, Mastercard",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,24494096-a50f-4928-a0f8-5aab74fd4e47,2026,6a7c768116afc6a8747c9a20
A0959,Digital Identity Interoperability - Next Fintech growth Engine,2026-09-10,12:20,13:00,Lotus 2,Panel Discussion,"Digital Identity, Interoperability, Fintech Growth",Digital Identity;Interoperability;Fintech Growth,public,false,"Digital identity interoperability is becoming a critical enabler for the next phase of fintech growth, allowing users, institutions and platforms to interact across ecosystems with greater trust, speed and security. This session will explore how interoperable identity frameworks can reduce onboarding friction, strengthen authentication, support consent-based services and enable seamless access to financial products. The discussion will examine the role of Aadhaar, digital credentials, secure APIs, privacy safeguards and cross-sector collaboration in building trusted digital identity infrastructure for inclusive financial innovation.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,c058f51c-d33e-413c-8d1c-a34239868fbe,2026,6a7c768116afc6a8747c9a22
A0555,From Breaking the Glass Ceiling to Shaping the Next Decade,2026-09-10,12:25,12:55,Jasmine 3,Panel Discussion,"Women Leadership, Future Leadership, Inclusive Innovation",Women Leadership;Future Leadership;Inclusive Innovation,public,false,"This power-packed panel brings together trailblazing women leaders shaping the future of finance, governance, and technology. Aligned with the GFF theme, it explores how AI, tokenisation, and emerging technologies are unlocking new avenues for impact and leadership. The discussion highlights the shift from influence to meaningful, large-scale transformation in the decade ahead.",Arundhati Bhattacharya;Shereen Bhan,"Arundhati Bhattacharya, President & CEO, Salesforce South Asia, Salesforce.com India;Shereen Bhan, Managing Editor, CNBC TV18",Sohini Rajola,"Sohini Rajola, Executive Director - Growth, National Payments Corporation of India",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,5cff23ab-b48b-4801-99f7-4ecd59e5b025,2026,6a7c768116afc6a8747c9a24
A1022,"Subscription, Rewards & Retention: The New Loyalty Playbook",2026-09-10,12:25,13:05,Hall 202,Panel Discussion,,,public,false,"In a highly competitive digital economy, retaining customers requires more than transactional engagement. Leading consumer platforms are redefining loyalty through subscriptions, gamification, content, and seamless payment integration. This session will explore how digital-native companies are using technology and data to build sticky ecosystems that drive repeat usage, cross-sell, and long-term engagement at scale.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,18e7d883-fd02-45eb-8807-2f1fba7b1a3e,2026,6a7c768116afc6a8747c9a23
A0330,"Cross-Border Payments Reimagined: Speed, Cost, and Transparency",2026-09-10,12:30,13:10,Hall 205 A&B,Panel Discussion,"Cross-Border Payments, Global Integration, Tokenisation",Cross-Border Payments;Global Integration;Tokenisation,public,false,"Examine innovations transforming cross-border payment systems from slow, expensive processes to real-time, low-cost solutions. This panel discusses UPI international expansion, central bank digital currencies for cross-border settlement, programmable foreign exchange, and how tokenisation can reduce intermediaries. Address regulatory coordination between jurisdictions, building trust in cross-border systems, and creating inclusive remittance solutions that benefit migrant workers and MSMEs engaged in international trade.",Manish Maheshwari;Movin Jain;Nath Parameshwaran,"Manish Maheshwari, Country Business Head - India, Stripe;Movin Jain, Founder, Skydo Technologies;Nath Parameshwaran, Senior Director, Government Relations, India and South Asia, PayPal",Prachi Dharani,"Prachi Dharani, Co-founder & CEO, PayGlocal Technologies",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,ff73c4bf-937e-4c5e-85bd-432f0c2513fa,2026,6a7c768116afc6a8747c9a26
A0682,From QR Codes to Global Commerce: The Next Leap in Merchant Payments,2026-09-10,12:30,13:10,Hall 204 A&B,Panel Discussion,"Merchant Payments, Cross-Border Commerce, QR Interoperability",Merchant Payments;Cross-Border Commerce;QR Interoperability,public,false,Interoperable QR and low-cost acceptance for small merchants Consumer trust and merchant incentives in new markets Cross-border acceptance for travellers and diaspora users,Ankit Jain;Raj Kasi,"Ankit Jain, Group Head of Product- Inperson payment and currency solutions , Network international;Raj Kasi, General Manager , Hello Clever",Sonali Shelke,"Sonali Shelke, Executive Director, JPMorganChase",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,00e3092a-7532-414a-8f73-21550d539464,2026,6a7c768116afc6a8747c9a25
A0012,"Scaling Pension Coverage: Technology, Policy, and Financial Inclusion",2026-09-10,12:35,13:05,The Grand Theatre,Fireside Chat,"Pension Coverage, Financial Inclusion, Workforce Security",Pension Coverage;Financial Inclusion;Workforce Security,public,false,"Address expanding pension participation across India's diverse workforce - from formal sector employees to gig workers and informal economy participants. This keynote examines PFRDA's initiatives eliminating transaction barriers, enabling micro-contributions as low as ₹20-30, and leveraging digital public infrastructure for seamless pension enrollment. Discuss governance reforms, fee restructuring for competitiveness, and creating a well-regulated ecosystem that encourages broader participation while ensuring subscriber protection. Explore how technology-enabled distribution, simplified processes, and innovative products democratize access to retirement security aligned with GFF2026's inclusive finance vision.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,9a524c2b-5159-4ac3-b63a-13f7f245a232,2026,6a7c768116afc6a8747c9a27
A0634,Verifiable Organizational Identity: Enabling Trusted Digital Ecosystems and Cross-Border Interoperability,2026-09-10,12:35,13:15,The Studio,Panel Discussion,"Digital Identity, Cross-Border Trust, Verifiable Credentials",Digital Identity;Cross-Border Trust;Verifiable Credentials,public,false,"Trusted organizational identity is emerging as a foundational enabler of the digital economy. This session will bring together global and Indian leaders to discuss how unique entity identifier, verifiable credentials and digital wallets can foster trust, interoperability, and secure cross-border digital interactions, supporting the evolution of resilient and inclusive digital ecosystems",Alexandre Kech;Yannick Schneider,"Alexandre Kech, Chief Executive Officer, Global Legal Entity Identifier Foundation (GLEIF);Yannick Schneider, Head of Regulatory Solutions, Bundesanzeiger Verlag GmbH",Vikas Panwar,"Vikas Panwar, Country Business Manager - India, GLEIF (GLobal Legal Entity Identifier Foundation)",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,193fda58-0c06-4a93-9dd4-b04320d36138,2026,6a7c768116afc6a8747c9a28
A0011,Keynote & Panel Discussion,2026-09-10,13:00,13:55,Jasmine 3,Panel Discussion,,,public,false,,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,247f7128-0823-47bf-b1fd-b02bf84ea472,2026,6a7c768116afc6a8747c9a2a
A0762,The Rise of Intelligent Payment Ecosystems: Beyond Transactions to Growth Engines,2026-09-10,13:00,13:40,Lotus 1,Panel Discussion,,,public,false,"Payments are no longer just transaction rails—they are becoming powerful growth enablers for businesses. Leading platforms are leveraging data, AI, and infrastructure to create end-to-end ecosystems that drive customer acquisition, retention, and monetization. This session will examine how payment leaders are transforming into full-stack platforms—combining payments, credit, analytics, and embedded services—to unlock new revenue streams and deliver personalized, real-time experiences at scale.",Ramanathan RV,"Ramanathan RV, Co-founder and CEO , Hyperface",Lalitha Nataraj,"Lalitha Nataraj, Managing Director & CEO, NPCI BHIM Services LTD",withdrawn,2026-08-12T13:57:48Z,https://www.globalfintechfest.com/agenda,,950e47bb-ee0c-4938-a529-e7d0bac46d9f,2026,6a7c768116afc6a8747c9a2b
A1094,BHIM Vishwas - embedded payer PSP services for Banking,2026-09-10,13:00,13:40,Cube,Masterclass,"BHIM Vishwas, Embedded Banking, UPI Innovation",BHIM Vishwas;Embedded Banking;UPI Innovation,public,false,"BHIM Vishwas is enabling banks to seamlessly integrate secure UPI payment capabilities through embedded Payer PSP services, reducing complexity while accelerating digital payment innovation. This masterclass will showcase how banks can leverage BHIM Vishwas to offer trusted, interoperable, and scalable payment experiences within their own digital channels. Participants will gain insights into the platform architecture, implementation approach, and the opportunities it creates for enhancing customer engagement, accelerating digital adoption, and strengthening India's digital payments ecosystem.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,3bfd6926-bfe4-425a-a8dd-92ae2b180fd3,2026,6a7c768116afc6a8747c9a29
A1265,"Trusted FinTech Without Borders: AI, Identity and the Future of Global Finance",2026-09-10,13:05,13:45,Lotus 2,Panel Discussion,,,public,false,"As cross-border commerce, remittances and digital payments continue to grow, financial institutions face increasing pressure to deliver seamless customer experiences while navigating complex compliance and identity requirements. This session explores how AI, digital identity frameworks, interoperable KYC systems and emerging financial infrastructure can help create trusted, secure and efficient cross-border payment ecosystems. Industry leaders will discuss how technology can reduce friction, strengthen compliance and enable a more connected global financial system.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4f966ac6-1e24-4b2c-a99c-8cc09a91f660,2026,6a7c768116afc6a8747c9a2d
A1004,The Future of Global Financial Integrity: FATF's Vision for the AI Era,2026-09-10,13:15,13:45,The Grand Theatre,Keynote & Fireside Chat,"AI & Financial Integrity, Global AML/CFT, Financial Crime & Risk",AI & Financial Integrity;Global AML/CFT;Financial Crime & Risk,public,false,"As financial services become increasingly digital, intelligent and borderless, the global fight against money laundering, terrorist financing and proliferation financing is entering a new era. This fireside explores FATF's priorities for addressing AI-enabled financial crime, digital assets, cross-border payments, and emerging technologies while preserving innovation and financial inclusion.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,0da3d885-5549-44ff-8af8-f8f28a295286,2026,6a7c768116afc6a8747c9a2e
A0121,AI vs Fraud: Building Self-Learning Financial Defence Systems,2026-09-10,13:20,14:00,Hall 205 A&B,Panel Discussion,"AI for Fraud Prevention, Financial Crime, Risk Intelligence",AI for Fraud Prevention;Financial Crime;Risk Intelligence,public,false,"As financial crime becomes faster, more coordinated and increasingly technology-enabled, institutions need defence systems that can learn, adapt and respond in real time. This session will explore how AI can strengthen fraud prevention through anomaly detection, behavioural analytics, network intelligence and automated risk scoring. The discussion will examine how banks, payment networks and fintechs can reduce false positives, detect emerging threats, improve customer protection and build resilient financial crime defence systems.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,0d7da3d3-1554-405a-a02b-0c13cdd75920,2026,6a7c768116afc6a8747c9a30
A0987,Interoperability as Strategy: Who Will Connect the New Financial System?,2026-09-10,13:20,14:00,Hall 204 A&B,Panel Discussion,,,public,false,"Open standards versus walled-garden models How banks, schemes, fintechs, and infrastructure players divide roles Whether interoperability will be the main competitive differentiator",Ambar Sur;Benjamin Lee;Jeremy Tan,"Ambar Sur, Founder & CEO, TerraPay;Benjamin Lee, Chief Operating Officer, Nexus Global Payments;Jeremy Tan, CEO, Liquid Group",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,8bbb41fb-3c43-47c9-b883-e5d88fafda5e,2026,6a7c768116afc6a8747c9a2f
A1083,"The Future of Money, Markets and Machines: Quantum's Role in Financial Innovation",2026-09-10,13:20,14:00,The Studio,Panel Discussion,"Quantum Finance, Financial Innovation, Quantum Computing",Quantum Finance;Financial Innovation;Quantum Computing,public,false,"Quantum computing has the potential to fundamentally transform how financial systems operate, compete, and innovate. As the worlds of advanced computing, artificial intelligence, and finance converge, new possibilities are emerging across investment management, financial product innovation, market infrastructure, fraud detection, and digital assets. This session will bring together industry leaders, technologists, and policymakers to explore how quantum technologies could shape the next generation of financial services and redefine the future of global finance.",Dusmanta Kesari Patra;Vijay Krishnamurthy,"Dusmanta Kesari Patra, General Manager, Punjab National Bank;Vijay Krishnamurthy, Managing Director & CEO, India International Exchange (India INX)",Rumit Shah,"Rumit Shah, Founder & Director, JISA Softech Private Limited",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,6bd0bb7c-549d-48b1-a698-696408511481,2026,6a7c768116afc6a8747c9a31
A1153,FTF Ongoing Work,2026-09-10,13:25,14:05,Lotus 1,Product Launch,,,public,false,,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,30c5c1e4-3e2b-4372-9298-d68f7a1ee239,2026,6a7c768116afc6a8747c99f4
A0947,Trust.Connect.Convert: The ROI-Driven Customer Journey,2026-09-10,13:30,15:30,Hall 102,Roundtable,,,invite-only,true,"For BFSI and fintech brands in India, communication is the business. Every acquisition, onboarding, collection, renewal, and cross-sell process runs through a call, message, or notification. Yet a channel is only as valuable as it is trusted: unidentified calls go unanswered, impersonation fraud quietly erodes confidence, and disconnected touchpoints turn a single relationship into a series of cold starts. This roundtable reframes the question. What happens when communication stops being a set of isolated channels and campaigns, and becomes a connected journey — one verified identity and one context, carried from the moment before first contact, through the funnel, all the way to conversion and lasting loyalty? With Truecaller for Business's solution platform, that journey becomes measurable: in acquisition, retention, and growth.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,90c506af-4c84-4a92-87d3-afce5c851b43,2026,6a7c768116afc6a8747c9a32
A1207,Bharat TradeNet - A National Level Trade DPI,2026-09-10,13:40,14:40,Hall 103,Roundtable,,,invite-only,true,A roundtable discussion in partnership in partnership with DGFT,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,a4771ccb-90c8-459d-a806-d9880fb1f22a,2026,6a7c768116afc6a8747c9a33
A0817,Building the Next Generation Digital Economy: Policy Priorities for Fintech Growth,2026-09-10,13:45,14:25,Lotus 3,Panel Discussion,"Digital Economy, Fintech Policy, Innovation",Digital Economy;Fintech Policy;Innovation,public,false,"As fintech enters its next phase of growth, policy frameworks must evolve to support innovation, investment and global competitiveness. This session will examine the priorities shaping India's digital economy, including Digital Public Infrastructure, digital finance, AI, data-driven innovation, cross-border collaboration and emerging business models. The discussion will focus on creating an enabling policy environment that accelerates innovation while strengthening trust, resilience and long-term economic growth.",Arindam Das;Sandeep Jethwani,"Arindam Das, Chief Executive Officer, DMI Finance;Sandeep Jethwani, Co-founder, Dezerv",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,15d22029-1c33-4730-b029-a8692ba48daa,2026,6a7c768116afc6a8747c9a36
A0953,"The Always-On Core: Resilience, Residency, and the Next Decade of Banking",2026-09-10,13:45,16:00,Hall 206 A&B,Roundtable,,,invite-only,true,"India has become the world's benchmark for population-scale digital finance. From instant payments and digital lending to embedded finance and real-time customer experiences, the country's financial ecosystem continues to set the pace for innovation. The next decade, however, will demand much more than new digital products. AI-native banking, autonomous financial services, increasing regulatory expectations, cyber resilience and always-on customer experiences will require a new generation of technology foundations. As financial institutions modernize their core platforms, technology leaders face a fundamental question: How do you build an architecture that enables continuous innovation without increasing operational complexity or business risk? This invitation-only Executive Leadership Circle brings together a carefully curated group of CIOs, CTOs and senior technology leaders from banks and fintechs for a candid exchange of perspectives, experiences and strategic priorities.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,ca225fe3-ae36-4e29-ab83-b0d9677a43dd,2026,6a7c768116afc6a8747c9a35
A1093,Unlocking potential of Closed-Loop Scan & Pay with BHIM VEGA plugin,2026-09-10,13:45,14:25,Cube,Masterclass,"BHIM VEGA, Embedded Payments, Scan & Pay",BHIM VEGA;Embedded Payments;Scan & Pay,public,false,"Closed-loop Scan & Pay is unlocking new possibilities for merchants and digital platforms by enabling seamless, secure, and branded payment experiences within their own ecosystems. This masterclass will showcase how the BHIM VEGA Plugin empowers businesses to integrate embedded payment capabilities, streamline customer journeys, and enhance payment acceptance without compromising interoperability or security. Participants will gain practical insights into the architecture, implementation, and use cases of BHIM VEGA, and how it can accelerate digital commerce through frictionless in-app and merchant-led payment experiences.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,127471e6-34e1-4bb7-9016-95ea0011e0c1,2026,6a7c768116afc6a8747c9a34
A0018,Global by Design: Scaling Financial Innovation Through GIFT IFSC,2026-09-10,13:50,14:20,The Grand Theatre,Keynote Address,"GIFT IFSC, Global Expansion, Financial Innovation",GIFT IFSC;Global Expansion;Financial Innovation,public,false,"As Indian fintechs increasingly look beyond domestic markets, GIFT IFSC offers a platform for international expansion and innovation. This discussion will focus on opportunities for fintechs, financial institutions, and investors to build globally connected businesses through the IFSC ecosystem.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,12361ae9-f51a-49d4-98d5-b9d07ddad2cb,2026,6a7c768116afc6a8747c9a38
A0714,Bharat Connect for Business,2026-09-10,14:00,14:15,Hall 202,Product Showcase,,,public,false,,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,c1f1c07b-f25a-4aca-9729-ab51b3c23654,2026,6a7c768116afc6a8747c9a39
A0809,From Field to Fintech: Building Trusted Digital Infrastructure for Agricultural Prosperity,2026-09-10,14:00,14:35,Jasmine 3,Fireside Chat,"Agricultural Fintech, Digital Infrastructure, Rural-Urban Connectivity",Agricultural Fintech;Digital Infrastructure;Rural-Urban Connectivity,public,false,"Discuss how India is creating connected financial ecosystems that bridge rural-urban divides through technology. This session explores NABARD's initiatives in leveraging tokenisation for farm produce, AI-driven crop insurance, and interoperable payment systems that empower farmers and rural entrepreneurs. Examine the role of digital public goods, consent-based data sharing, and programmable finance in creating resilient, inclusive agricultural finance systems for 600 million rural Indians.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,1117d07c-d1b0-4796-9003-06b8c217783d,2026,6a7c768116afc6a8747c9a3a
A0475,Real-Time Payouts for the Global Gig Economy,2026-09-10,14:10,14:50,Hall 204 A&B,Panel Discussion,,,public,false,Leveraging fast payment networks to ensure instant wage settlements. Reducing exorbitant remittance fees that disproportionately impact gig workers.,Neelesh Pradhan,"Neelesh Pradhan, CEO, Nepal Clearing House",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,1f2e6cd1-be9c-4157-8f82-6c0c89fb154e,2026,6a7c768116afc6a8747c9a3b
A0766,Aadhaar and AI,2026-09-10,14:10,14:50,Hall 205 A&B,Panel Discussion,"Digital Identity, Responsible AI, Trusted AI",Digital Identity;Responsible AI;Trusted AI,public,false,"The convergence of Aadhaar and AI has the potential to redefine trusted digital interactions across financial services and the broader digital economy. This session will explore how AI can enhance identity verification, onboarding, fraud prevention, customer authentication and service delivery while preserving privacy, consent and security. The discussion will examine how Aadhaar-enabled digital identity, combined with responsible AI, can strengthen trust, improve inclusion and enable the next generation of secure, intelligent and citizen-centric digital services.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,5ec4b316-4c9c-4932-89f1-8d758e585908,2026,6a7c768116afc6a8747c9a3c
A0859,"AI, Data and Trust: Building the Next Generation of Inclusive Finance",2026-09-10,14:10,14:50,Lotus 1,Panel Discussion,"AI for Inclusion, Next Billion Users, Responsible Data",AI for Inclusion;Next Billion Users;Responsible Data,public,false,"As AI moves from experimentation to real-world financial services, data is becoming critical to expanding access to credit, payments, insurance and other financial products. This session explores how AI, alternative data and intelligent decisioning can help reach underserved customers while balancing privacy, explainability, fraud prevention and trust. Industry leaders will discuss what it takes to build responsible, inclusive financial solutions that can scale to the next billion users.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,973c2832-91e5-4f65-bf89-81951f8d1989,2026,6a7c768116afc6a8747c9a42
A1043,Where Will the Next $100 Billion in Fintech Capital Go?,2026-09-10,14:10,14:50,The Studio,Panel Discussion,"Investment Trends, Future Sectors, India Growth",Investment Trends;Future Sectors;India Growth,public,false,"India's fintech story is entering a new phase as AI, Digital Public Infrastructure, embedded finance and new regulatory frameworks reshape the market. This session explores where investors see the next generation of high-growth opportunities—from financial infrastructure and B2B fintech to wealthtech, insuretech, rural finance and enterprise AI.",Anurag Ramdasan;Dinesh Pai;Vikram Vaidyanathan,"Anurag Ramdasan, Partner, 3one4 Capital;Dinesh Pai, Head, Investments, Zerodha;Vikram Vaidyanathan, Managing Director, DeltaZen47 Advisors LLP",Hitesh Sachdev,"Hitesh Sachdev, Head - Startup Engagement, Investments, ICICI Bank",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,bc6d613c-dc9b-49af-8a32-25676800ff1e,2026,6a7c768116afc6a8747c9a3d
A0465,Business Case for AI: Separating Fact from Hype,2026-09-10,14:15,15:00,Lotus 2,Panel Discussion,"Enterprise AI, Business Value",Enterprise AI;Business Value,public,false,"This session examines how organizations can build a clear, measurable business case for AI beyond the buzzwords. It highlights real-world use cases that deliver tangible ROI, operational efficiency, and competitive advantage. The focus is on distinguishing practical applications from overhyped expectations, ensuring aligned investments with strategic goals. Ultimately, it helps leaders make informed decisions on where and how AI truly adds value.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,8864eb0e-a05b-4af5-9eb4-794b999a7c0a,2026,6a7c768116afc6a8747c9a3e
A1063,What's New at GIFT IFSC: The Next Chapter of Global Financial Innovation,2026-09-10,14:20,14:35,The Grand Theatre,Presentation,"Cross-Border Finance, GIFT IFSC, Innovation",Cross-Border Finance;GIFT IFSC;Innovation,public,false,"From real-time foreign currency settlement and international capital markets to fintech, AI and digital financial infrastructure, GIFT IFSC continues to redefine India's global financial ambitions. Discover the newest initiatives shaping its future.",Dipesh Shah,"Dipesh Shah, Executive Director, International Financial Services Centres Authority",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e6f792f7-6ab2-4440-85b2-68e65fd5dad5,2026,6a7c768116afc6a8747c9a3f
A0479,Privacy in an Agentic AI World: Redefining Consent,2026-09-10,14:30,15:10,Lotus 3,Panel Discussion,,,public,false,"AI inference creates new personal data without explicit collection or consent. Regulators and firms must rethink privacy, ownership, and lawful processing.",Dharshan Shanthamurthy;Saujanya Dev,"Dharshan Shanthamurthy, Founder & CEO, SISA;Saujanya Dev, Head - Risk & Compliance, CRED",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4317d818-94af-4782-90fb-964756d3ef8e,2026,6a7c768116afc6a8747c9a41
A1096,The Self-Driving SDLC: Autonomous AI Agents,2026-09-10,14:30,15:10,Cube,Masterclass,"Agentic AI, Autonomous SDLC, AI Engineering",Agentic AI;Autonomous SDLC;AI Engineering,public,false,"AI agents are transforming software engineering by enabling autonomous development, testing, deployment, and operations across the Software Development Life Cycle (SDLC). This masterclass will explore how self-driving SDLCs leverage Agentic AI to automate coding, quality assurance, security, DevOps, and continuous delivery while keeping humans in control of governance and oversight. Participants will gain practical insights into building AI-native engineering workflows that accelerate innovation, improve software quality, and enhance developer productivity for mission-critical financial systems.",Sampathkumar Kumar Rangasamy,"Sampathkumar Kumar Rangasamy, Chief - Online systems & nee products, NPCI",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,a614076d-7bce-47b1-8e6e-e307ac489fb6,2026,6a7c768116afc6a8747c9a40
A0235,From Payments to Intelligence: The Agentic Economy Built on India Stack,2026-09-10,14:40,15:10,Jasmine 3,Keynote Address,"Agentic AI, India Stack Evolution, Intelligent Finance",Agentic AI;India Stack Evolution;Intelligent Finance,public,false,"Chart the evolution from digital payments infrastructure to autonomous financial systems where AI agents execute complex transactions on behalf of users. Drawing insights from ""Cashless Nation: How UPI Changed Everything,"" this keynote explores how programmable finance and intelligent automation can deliver hyper-personalized, inclusive financial services at population scale. Examine the transition from human-initiated payments to AI-driven decision-making, tokenised asset management, and autonomous economic agents that democratize sophisticated financial services for billions—building the next layer of India Stack for GFF2026's vision of trusted, connected, global systems.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e917de91-939e-4c7c-8611-60cc48adf43c,2026,6a7c768116afc6a8747c9a43
A0658,Balancing Domestic Control and Global Reach: How Established Clearing and Settlement Infrastructure and Emerging Digital Asset Interoperability will Shape the Future of Payments,2026-09-10,14:45,15:15,The Grand Theatre,Fireside Chat,,,public,false,"As payment systems modernize to meet customer demand for always-on, real-time experiences, financial institutions, fintechs, and market infrastructure providers must balance innovation with global connectivity. This session will explore how the ISO 20022 messaging standard, established clearing and settlement networks, and emerging digital asset interoperability solutions for tokenized forms of commercial bank money are shaping a new model for 24/7, cross-border digital value exchange.",David Watson,"David Watson, President & CEO, The Clearing House",Ritesh Shukla,"Ritesh Shukla, Managing Director & CEO, NPCI International Payments (NIPL)",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,74db5af6-4025-462a-8d52-a81facce2231,2026,6a7c768116afc6a8747c9a44
A1276,Capital Availability for Viksit Bharat: Strengthening India's Financial Architecture,2026-09-10,14:50,15:50,Hall 103,Closed Room Session,,,invite-only,true,"Achieving the vision of Viksit Bharat will require significantly greater investment across infrastructure, industry, technology, and innovation. This closed-door discussion will examine how India can strengthen its financial architecture to improve the availability of long-term investment capital, mobilize domestic and global funds, and enable sustained economic growth through more effective financing mechanisms.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,5c12b427-a30f-4c31-b87f-1d0f4be50a8a,2026,6a7c768116afc6a8747c9a45
